광역시도,시군구,20-39세계,20-39세여자,65세이상계,인구수계,인구수남자,인구수여자,소멸비율,소멸위기지역,소멸위기고위험지역,ID,y,x,여성비,20-30여성비
전라북도,김제시,14113,6415,25757,82405,40902,41504,0.2490585083666576,1,False,김제,17,3,0.365875857047504,-4.545454545454547
전라북도,남원시,14155,6603,22274,80654,39528,41126,0.29644428481637786,1,False,남원,18,5,0.9906514246038611,-3.352172377251855
전라북도,덕진구,85159,41045,43137,315225,156842,158383,0.9515033497925216,0,False,전주 덕진,18,3,0.24442858275834922,-1.8019234608203483
전라북도,무주군,3591,1615,7950,24069,11977,12092,0.20314465408805032,1,False,무주,16,5,0.2388965058789272,-5.026455026455029
전라북도,부안군,8417,3800,17061,52251,25966,26286,0.22273020338784366,1,False,부안,17,2,0.30717115461904587,-4.853273137697517
전라북도,순창군,4243,2056,9330,27930,13575,14356,0.22036441586280814,1,False,순창,20,3,1.3999283924095995,-1.5437190666980904
전라북도,완산구,88971,43295,52054,337634,164462,173172,0.8317324317055366,0,False,전주 완산,19,3,1.2898582488730437,-1.338076451877579
전라북도,완주군,18698,8722,20798,91372,46928,44444,0.4193672468506587,1,False,완주,17,4,-1.3592785536050422,-3.3532998181623697
전라북도,익산시,65967,30705,54379,283174,141054,142120,0.5646481178396072,0,False,익산,16,3,0.18822349509488578,-3.4539997271362974
전라북도,임실군,4387,1912,9834,27928,14241,13688,0.19442749644091925,1,True,임실,19,4,-0.9882555141793203,-6.416685662183724
전라북도,장수군,3345,1540,7397,22159,11037,11122,0.20819251047722048,1,False,장수,17,5,0.19179565864885229,-3.9611360239162954
전라북도,정읍시,19791,9088,29484,108474,53843,54631,0.3082349749016416,1,False,정읍,18,2,0.3632206796098658,-4.080137436208375
전라북도,진안군,3712,1749,8706,25361,12817,12544,0.20089593383873192,1,False,진안,18,4,-0.5382279878553664,-2.8825431034482762
제주특별자치도,서귀포시,39418,18952,34153,180430,91224,89206,0.5549146487863438,0,False,서귀포,26,5,-0.559219641966413,-1.9204424374651197
제주특별자치도,제주시,125959,60878,67662,486839,244152,242688,0.8997369276698886,0,False,제주,25,5,-0.15025501243737804,-1.6684000349319994
충청남도,계룡시,9618,4561,4911,42707,21244,21463,0.9287314192628792,0,False,계룡,14,4,0.25639824853068705,-2.578498648367644
충청남도,공주시,21344,9744,26790,104677,52455,52222,0.3637178051511758,1,False,공주,12,4,-0.11129474478634438,-4.347826086956524
충청남도,금산군,8019,3606,15693,51373,25903,25471,0.2297839801185242,1,False,금산,15,3,-0.41948105035718997,-5.03179947624392
충청남도,논산시,22593,10290,30245,116626,58349,58277,0.34022152421887913,1,False,논산,14,3,-0.030867902526021673,-4.454919665383084
충청남도,당진시,39714,16973,30399,165750,87808,77942,0.5583407348925952,0,False,당진,12,1,-2.9761689291101066,-7.2619227476456665
충청남도,동남구,69089,32688,35681,256758,130013,126745,0.9161178218099268,0,False,천안 동남,11,2,-0.6363969184991325,-2.6871137228791864
충청남도,보령시,19330,8443,25346,99853,50593,49260,0.3331097609090192,1,False,보령,13,2,-0.6674811973601202,-6.321779617175377
충청남도,부여군,10100,4421,22164,65431,32477,32955,0.19946760512542866,1,True,부여,14,2,0.36603444850300537,-6.227722772277228
충청남도,서북구,131984,62402,33268,394727,201935,192792,1.8757364434291208,0,False,천안 서북,11,3,-1.1581422096790972,-2.720026669899384
충청남도,서산시,41640,18008,31571,174315,90479,83837,0.5703968832156092,0,False,서산,13,1,-1.90488483492528,-6.75312199807877
충청남도,서천군,7565,3248,18551,51821,25628,26193,0.17508490108349956,1,True,서천,15,2,0.5451457903166701,-7.0654329147389285
충청남도,아산시,85688,39333,40747,313250,162307,150943,0.9652980587527916,0,False,아산,11,1,-1.8138866719872304,-4.097423209784335
충청남도,예산군,13242,5837,23994,78072,39228,38844,0.24326915062098856,1,False,예산,12,3,-0.24592683676606386,-5.9205558072798645
충청남도,청양군,4931,2113,10851,31134,15756,15379,0.1947285964427241,1,True,청양,13,3,-0.603841459497656,-7.148651389170552
충청남도,태안군,10451,4471,18864,62051,31335,30716,0.2370122985581001,1,False,태안,11,0,-0.49878325893216724,-7.219404841641946
충청남도,홍성군,20483,9551,23306,99547,49507,50040,0.40980863297005066,1,False,홍성,12,2,0.26771273870633827,-3.3710882194990965
충청북도,괴산군,6048,2567,12747,38968,19995,18974,0.2013807170314584,1,False,괴산,12,8,-1.3087661671114748,-7.55621693121693
충청북도,단양군,4411,1931,8752,29143,14783,14361,0.22063528336380256,1,False,단양,11,7,-0.7223003808804862,-6.22307866696894
충청북도,보은군,4706,2047,10967,32403,16307,16096,0.1866508616759369,1,True,보은,13,8,-0.3255871369934882,-6.50233744156396
충청북도,상당구,45413,21537,28094,183083,91044,92040,0.7666049690325336,0,False,청주 상당,14,6,0.27228087807169565,-2.57525378195671
충청북도,서원구,52446,24741,28508,197773,98076,99698,0.86786165286937,0,False,청주 서원,14,7,0.41031890096221435,-2.8257636426038237
충청북도,영동군,8038,3663,14708,47737,23732,24005,0.2490481370682621,1,False,영동,15,7,0.28594172235373305,-4.428962428464795
충청북도,옥천군,8472,3839,14710,50381,25424,24958,0.2609789259007478,1,False,옥천,15,6,-0.46148349576229375,-4.686024551463647
충청북도,음성군,19630,8445,19252,93181,49273,43908,0.438655724080615,1,False,음성,11,5,-2.878805765123793,-6.979113601630161
충청북도,제천시,28234,13018,28247,132883,66629,66254,0.4608631005062485,1,False,제천,10,7,-0.14110157055454708,-3.8924700715449454
충청북도,증평군,9381,4077,6236,36893,19130,17763,0.6537844772289929,0,False,증평,13,6,-1.8526549751985477,-6.539814518708026
충청북도,진천군,20447,9013,13290,81958,42893,39065,0.6781790820165537,0,False,진천,12,5,-2.3353424924961566,-5.920183890057223
충청북도,청원구,58449,26661,23978,194256,99503,94754,1.1118942363833515,0,False,청주 청원,13,7,-1.2220986739148343,-4.385874865267159
충청북도,충주시,47962,21293,40566,209084,105733,103351,0.5248976975792535,0,False,충주,12,6,-0.5696275181266863,-5.604436845836286
충청북도,흥덕구,81443,37975,28478,262632,133185,129448,1.3334854975770771,0,False,청주 흥덕,12,7,-0.7112613847512883,-3.372297189445378
